"pressure","temperature","lon","lat"
200.484375,0.605377197265625,-131,46
384.8515625,-0.0223388671875,-124.400001525879,41.9000015258789
156.8984375,-0.266448974609375,-124.5,46.0999984741211
248.4296875,-1.30670166015625,-124.699996948242,47.2999992370605
253.2265625,0.14398193359375,-124.5,44.5999984741211
159.203125,-0.279541015625,-124.985000610352,49.9070014953613
159.5234375,-0.360565185546875,-125,49.9000015258789
147.2421875,-0.11590576171875,-127.921997070312,49.7319984436035
151.78125,-0.05181884765625,-127.900001525879,49.7000007629395
176.1640625,-0.264007568359375,-123.699996948242,49.2999992370605
54.515625,-0.9263916015625,-128.800003051758,51.4000015258789
261.8984375,-1.73202514648438,-126,48.8330001831055
263.4765625,-1.7396240234375,-126,48.7999992370605
46.7265625,-0.73724365234375,-129.910003662109,50.8600006103516
43.453125,-0.7606201171875,-129.899993896484,50.9000015258789
278.734375,0.242095947265625,-124.379997253418,43.3400001525879
207.8046875,-0.7015380859375,-123.5,48.2999992370605
179.625,-4.70013427734375,-122.949996948242,50.1333312988281
299.4765625,-2.84262084960938,-123.300003051758,49.4833297729492
-2.1015625,1.98922729492188,-121.5,51.1500015258789
264.9296875,-0.679168701171875,-126.550003051758,49.3833312988281
241.171875,0.703369140625,-123.800003051758,49.2166709899902
218.125,-1.67288208007812,-123.050003051758,48.7833290100098
166.0546875,0.634521484375,-128.899993896484,50.8166694641113
240.4453125,-2.01202392578125,-124.16667175293,49.3499984741211
171.375,-2.74661254882812,-122.733329772949,50.2999992370605
232.984375,-0.28515625,-124.433326721191,49.4833297729492
-123.46875,-2.26663208007812,-114.900001525879,49.75
-285.5,2.99017333984375,-116.5,49.0833282470703
-43.1484375,0.591461181640625,-119.300003051758,50.2299995422363
409.3125,-0.6583251953125,-123.58332824707,48.5833282470703
156.265625,-2.77227783203125,-121.58332824707,50.2333297729492
156.34375,-1.5379638671875,-122.683326721191,49.2000007629395
-163.75,1.5926513671875,-117.816673278809,50.2666702270508
227.8359375,-1.21099853515625,-123.430000305176,48.4300003051758
-173.7890625,0.6375732421875,-120.516670227051,50.5999984741211
199.7890625,-2.2989501953125,-124.83332824707,49.25
122.1953125,-0.6513671875,-127.933326721191,50.1166687011719
-92.0703125,-2.13345336914062,-119.283332824707,50.7000007629395
163.8984375,-3.01309204101562,-123.91667175293,48.3833312988281
-121.6171875,-2.33050537109375,-114.883331298828,49.75
-184.8984375,-1.97451782226562,-119.650001525879,49.5666694641113
295.4453125,-2.22024536132812,-123.466667175293,48.5333290100098
115.5546875,-1.27078247070312,-122.783332824707,49.0166702270508
462.4375,-8.25271606445312,-115.066673278809,51.0833282470703
363.0546875,-0.874786376953125,-123.300003051758,48.4500007629395
-319.6796875,3.03353881835938,-116.33332824707,51.4500007629395
-281.875,-2.9979248046875,-119.433326721191,49.0333290100098
252.234375,-3.39920043945312,-121.766670227051,49.25
126.9140625,-3.83938598632812,-115.550003051758,51.2000007629395
240.3984375,-3.3724365234375,-125.98999786377,50.4500007629395
103.0546875,-3.03326416015625,-124.669998168945,51.6699981689453
359.0546875,-2.10574340820312,-125.766670227051,49.0833282470703
184.375,-0.644744873046875,-125.266670227051,49.9500007629395
188.203125,-1.71463012695312,-123.866668701172,49.0499992370605
-207.9453125,-0.742828369140625,-117.633331298828,49.2999992370605
-10.7421875,0.3599853515625,-120.516670227051,49.4666709899902
-588.9140625,4.43466186523438,-116.983329772949,51.2999992370605
235.5078125,-5.95294189453125,-121.483329772949,49.3666687011719
35.90625,-2.15194702148438,-120.449996948242,50.7000007629395
-104.03125,-1.64370727539062,-119.383331298828,49.9666709899902
189.4140625,0.282958984375,-124.900001525879,49.7166709899902
158.53125,-0.908111572265625,-123.16667175293,49.1833305358887
167.0859375,-1.978759765625,-123.33332824707,48.4166717529297
-485.5390625,9.21578979492188,-115.783332824707,49.6166687011719
126.7734375,-2.46624755859375,-122.366668701172,49.0333290100098
-172.015625,-3.59271240234375,-119.599998474121,49.4666709899902
189.3359375,-1.24542236328125,-123.433326721191,48.6500015258789
150.03125,-0.74151611328125,-127.366668701172,50.6833305358887
243.3046875,-0.46954345703125,-124.48999786377,47.6800003051758
-52.8671875,5.10739135742188,-119.551002502441,46.6889991760254
-4.9296875,4.92465209960938,-119.578002929688,46.6570014953613
-83.71875,6.30679321289062,-119.521003723145,46.5559997558594
-6.6484375,5.94964599609375,-119.286003112793,46.3639984130859
-72.3203125,6.4915771484375,-119.360000610352,46.4300003051758
-61.9921875,6.59786987304688,-119.598999023438,46.5629997253418
-107.09375,6.58248901367188,-119.633003234863,46.5449981689453
1.0625,5.74725341796875,-119.301002502441,46.3009986877441
1.078125,1.9873046875,-120.218002319336,45.7439994812012
-65.3125,6.65890502929688,-119.725997924805,46.5779991149902
232.1640625,1.15109252929688,-120.564437866211,41.4913902282715
407.0390625,-1.6011962890625,-124.105827331543,40.9791717529297
77.6484375,2.65695190429688,-118.284172058105,46.0950012207031
148.6875,0.131011962890625,-123.882499694824,46.1569404602051
50.2734375,-0.726470947265625,-122.313606262207,47.5458297729492
-53.6875,-0.564971923828125,-117.808609008789,44.8427810668945
83.3984375,-1.34039306640625,-122.539169311523,48.7994384765625
120.1015625,3.05841064453125,-118.956390380859,43.5950012207031
112.6953125,-0.752716064453125,-116.240562438965,43.5666694641113
343.6015625,-1.10769653320312,-124.233329772949,41.7833290100098
164.484375,-2.24981689453125,-123.505279541016,48.1222190856934
-167.546875,0.353668212890625,-117.883331298828,48.5499992370605
18.21875,1.16357421875,-121.883331298828,45.6666717529297
-122.59375,2.43548583984375,-117.428329467773,47.9741706848145
-2.5859375,1.20391845703125,-121.166107177734,45.6194381713867
-203.046875,1.78897094726562,-120.201393127441,47.3977813720703
338.6484375,-3.83233642578125,-115.787498474121,40.8263893127441
-110.140625,3.12380981445312,-120.529167175293,47.0336112976074
-91.5078125,2.1573486328125,-119.514717102051,47.3080596923828
286.609375,-2.45333862304688,-123.21443939209,44.1333312988281
173.5859375,-0.057159423828125,-123.025283813477,48.5202789306641
-52.7734375,3.12014770507812,-117.527778625488,47.6213912963867
-357.7421875,-0.272308349609375,-128.300003051758,50
138.328125,0.79730224609375,-122.954437255859,45.5480613708496
83.125,0.395538330078125,-123.930282592773,46.9727783203125
63.9453125,4.20974731445312,-119.261108398438,45.8258285522461
246.2734375,-2.17388916015625,-128.100006103516,49.9000015258789
309.0078125,1.68194580078125,-121.724166870117,42.1469383239746
-12.359375,5.3653564453125,-117.014442443848,46.3747215270996
138.6328125,3.22091674804688,-118.42472076416,45.5113906860352
282.5078125,-1.045654296875,-122.872222900391,42.3811111450195
112.015625,-2.59674072265625,-122.316108703613,41.3158302307129
711.59375,2.6396484375,-115.669723510742,47.4541702270508
145.8828125,0.899169921875,-123.132217407227,45.1961097717285
-97.2578125,3.57839965820312,-119.313331604004,47.1930618286133
10.015625,-0.499298095703125,-116.09944152832,44.8833312988281
169.9375,-0.607330322265625,-122.65055847168,48.3491706848145
30.5390625,-0.471466064453125,-122.903327941895,46.973331451416
-261.1953125,-0.077911376953125,-119.519172668457,48.4613914489746
-207.6640625,4.140869140625,-117.009719848633,44.0194396972656
235.390625,-1.4580078125,-124.25,43.4166717529297
-178.359375,-0.4737548828125,-115.596389770508,46.1441688537598
-210.0078125,0.444000244140625,-122.282501220703,47.9230613708496
150.5625,4.869873046875,-118.834167480469,45.6983299255371
126.359375,1.59207153320312,-122.600280761719,45.5908317565918
-34.0859375,5.6492919921875,-119.116668701172,46.269718170166
21.8046875,2.71405029296875,-117.113609313965,46.7438888549805
344.4296875,-3.486328125,-123.356109619141,43.2338905334473
239.1953125,-0.894989013671875,-121.150001525879,44.2541694641113
213.984375,0.167999267578125,-117.864440917969,42.5905609130859
-15.046875,-1.04244995117188,-122.212783813477,47.4944381713867
19.328125,0.163330078125,-122.313606262207,47.4447212219238
-88.90625,2.18682861328125,-117.320281982422,47.6855583190918
91.6328125,-0.63653564453125,-123.140830993652,47.2380599975586
189.7578125,-0.44482421875,-122.466667175293,41.7833290100098
-122.3359375,2.8702392578125,-117.650001525879,47.6166687011719
243.8515625,-0.140899658203125,-122.995002746582,44.9077796936035
-34.0703125,1.12136840820312,-121.337219238281,47.276668548584
105.734375,1.53469848632812,-122.86222076416,45.7691688537598
349.28125,0.877655029296875,-123.364166259766,42.6002807617188
-1.34375,-1.29293823242188,-122.483329772949,47.1500015258789
48.046875,1.48397827148438,-122.800003051758,46.4833297729492
24.359375,0.030853271484375,-122.576110839844,47.2675018310547
146.40625,2.24365234375,-122.408889770508,45.5511093139648
135.6796875,0.250244140625,-122.765556335449,45.2488899230957
232.578125,-0.9139404296875,-124.555000305176,47.9375
131.78125,2.15310668945312,-122.656387329102,45.6233291625977
359.390625,-2.84185791015625,-117.807220458984,40.9019393920898
-163.9609375,5.56695556640625,-120.53360748291,46.5641708374023
45.6171875,-1.59701538085938,-122.355003356934,47.6380004882812
